Sample ID	Method ID	Taxa-Level	Taxa-Name	# of Reads	% of Total	Avg-Score
10_S_B01_2010_12_17_2	1	genus	Abiotrophia	9	0.10	0.93
10_S_B01_2010_12_17_2	1	genus	Bergeriella	8	0.09	0.81
10_S_B01_2010_12_17_2	1	genus	Syntrophococcus	20	0.23	0.61
10_S_B01_2010_12_17_2	1	genus	Aminobacterium	7	0.08	0.52
10_S_B01_2010_12_17_2	1	genus	Cardiobacterium	46	0.53	0.94
10_S_B01_2010_12_17_2	1	genus	Fusobacterium	614	7.02	0.98
10_S_B01_2010_12_17_2	1	genus	Staphylococcus	1	0.01	1.00
10_S_B01_2010_12_17_2	1	genus	Thermovirga	8	0.09	0.62
10_S_B01_2010_12_17_2	1	genus	Leptotrichia	594	6.79	0.99
10_S_B01_2010_12_17_2	1	genus	Granulicatella	37	0.42	0.88
10_S_B01_2010_12_17_2	1	genus	Kingella	58	0.66	0.82
10_S_B01_2010_12_17_2	1	genus	Asteroleplasma	2	0.02	0.58
10_S_B01_2010_12_17_2	1	genus	Sphingomonas	1	0.01	1.00
10_S_B01_2010_12_17_2	1	genus	Haemophilus	25	0.29	0.82
10_S_B01_2010_12_17_2	1	genus	Aminiphilus	2	0.02	0.53
10_S_B01_2010_12_17_2	1	genus	Brochothrix	2	0.02	1.00
10_S_B01_2010_12_17_2	1	genus	Odoribacter	1	0.01	1.00
10_S_B01_2010_12_17_2	1	genus	Solobacterium	12	0.14	0.93
10_S_B01_2010_12_17_2	1	genus	Alysiella	1	0.01	0.69
10_S_B01_2010_12_17_2	1	genus	Porphyromonas	787	8.99	0.98
10_S_B01_2010_12_17_2	1	genus	Selenomonas	132	1.51	0.96
10_S_B01_2010_12_17_2	1	genus	Neisseria	231	2.64	0.93
10_S_B01_2010_12_17_2	1	genus	Bacteroides	6	0.07	0.89
10_S_B01_2010_12_17_2	1	genus	Allisonella	1	0.01	0.70
10_S_B01_2010_12_17_2	1	genus	Rikenella	8	0.09	0.73
10_S_B01_2010_12_17_2	1	genus	Campylobacter	56	0.64	1.00
10_S_B01_2010_12_17_2	1	genus	Filifactor	40	0.46	0.93
10_S_B01_2010_12_17_2	1	genus	Gemella	29	0.33	0.97
10_S_B01_2010_12_17_2	1	genus	Schwartzia	18	0.21	0.64
10_S_B01_2010_12_17_2	1	genus	Sneathia	7	0.08	0.59
10_S_B01_2010_12_17_2	1	genus	Desulfomicrobium	3	0.03	1.00
10_S_B01_2010_12_17_2	1	genus	Desulfobulbus	8	0.09	0.93
10_S_B01_2010_12_17_2	1	genus	Tannerella	129	1.47	0.91
10_S_B01_2010_12_17_2	1	genus	Shinella	1	0.01	1.00
10_S_B01_2010_12_17_2	1	genus	Anaeroglobus	7	0.08	0.87
10_S_B01_2010_12_17_2	1	genus	Prevotella	941	10.75	0.97
10_S_B01_2010_12_17_2	1	genus	Streptococcus	993	11.35	0.97
10_S_B01_2010_12_17_2	1	genus	Propionivibrio	4	0.05	0.66
10_S_B01_2010_12_17_2	1	genus	Hallella	10	0.11	0.67
10_S_B01_2010_12_17_2	1	genus	Mitsuokella	1	0.01	0.52
10_S_B01_2010_12_17_2	1	genus	Paludibacter	103	1.18	0.72
10_S_B01_2010_12_17_2	1	genus	Paraprevotella	7	0.08	0.61
10_S_B01_2010_12_17_2	1	genus	Bulleidia	4	0.05	1.00
10_S_B01_2010_12_17_2	1	genus	Phocaeicola	19	0.22	0.97
10_S_B01_2010_12_17_2	1	genus	Pseudoramibacter	14	0.16	1.00
10_S_B01_2010_12_17_2	1	genus	Veillonella	323	3.69	0.98
10_S_B01_2010_12_17_2	1	genus	Pectinatus	1	0.01	0.57
10_S_B01_2010_12_17_2	1	genus	Lactobacillus	6	0.07	1.00
10_S_B01_2010_12_17_2	1	genus	Derxia	5	0.06	0.67
10_S_B01_2010_12_17_2	1	genus	Conchiformibius	9	0.10	0.59
10_S_B01_2010_12_17_2	1	genus	Burkholderia	1	0.01	1.00
10_S_B01_2010_12_17_2	1	genus	Eubacterium	75	0.86	0.88
10_S_B01_2010_12_17_2	1	genus	Actinobacillus	6	0.07	0.80
10_S_B01_2010_12_17_2	1	genus	Finegoldia	2	0.02	1.00
10_S_B01_2010_12_17_2	1	genus	Streptobacillus	2	0.02	0.77
10_S_B01_2010_12_17_2	1	genus	Treponema	363	4.15	0.97
10_S_B01_2010_12_17_2	1	genus	Bellilinea	1	0.01	0.67
10_S_B01_2010_12_17_2	1	genus	Parvimonas	46	0.53	0.96
10_S_B01_2010_12_17_2	1	genus	Eikenella	13	0.15	0.63
10_S_B01_2010_12_17_2	1	genus	Mycoplasma	8	0.09	0.96
10_S_B01_2010_12_17_2	1	genus	Mogibacterium	8	0.09	0.96
10_S_B01_2010_12_17_2	1	genus	Catonella	10	0.11	1.00
10_S_B01_2010_12_17_2	1	genus	Clostridium XIX	31	0.35	0.66
10_S_B01_2010_12_17_2	1	genus	Anaerovorax	5	0.06	0.92
10_S_B01_2010_12_17_2	1	genus	Methylobacterium	12	0.14	1.00
10_S_B01_2010_12_17_2	1	genus	Capnocytophaga	193	2.21	0.96
10_S_B01_2010_12_17_2	2	rootrank	Root	8751	100.00	1.00
10_S_B01_2010_12_17_2	2	domain	Bacteria	8748	99.97	1.00
10_S_B01_2010_12_17_2	2	phylum	Spirochaetes	341	3.90	0.99
10_S_B01_2010_12_17_2	2	phylum	Chloroflexi	1	0.01	0.98
10_S_B01_2010_12_17_2	2	phylum	TM7	29	0.33	1.00
10_S_B01_2010_12_17_2	2	phylum	Firmicutes	1983	22.66	1.00
10_S_B01_2010_12_17_2	2	phylum	Bacteroidetes	2330	26.63	1.00
10_S_B01_2010_12_17_2	2	phylum	Synergistetes	99	1.13	0.93
10_S_B01_2010_12_17_2	2	phylum	Actinobacteria	1652	18.88	1.00
10_S_B01_2010_12_17_2	2	phylum	Tenericutes	8	0.09	0.96
10_S_B01_2010_12_17_2	2	phylum	Cyanobacteria/Chloroplast	2	0.02	1.00
10_S_B01_2010_12_17_2	2	phylum	SR1	1	0.01	1.00
10_S_B01_2010_12_17_2	2	phylum	Fusobacteria	1242	14.19	1.00
10_S_B01_2010_12_17_2	2	phylum	Proteobacteria	782	8.94	1.00
10_S_B01_2010_12_17_2	2	class	Spirochaetes	341	3.90	0.99
10_S_B01_2010_12_17_2	2	class	Betaproteobacteria	351	4.01	0.99
10_S_B01_2010_12_17_2	2	class	Synergistia	99	1.13	0.93
10_S_B01_2010_12_17_2	2	class	Bacteroidia	2061	23.55	0.99
10_S_B01_2010_12_17_2	2	class	Gammaproteobacteria	342	3.91	1.00
10_S_B01_2010_12_17_2	2	class	Flavobacteria	198	2.26	0.99
10_S_B01_2010_12_17_2	2	class	Alphaproteobacteria	13	0.15	1.00
10_S_B01_2010_12_17_2	2	class	Chloroplast	2	0.02	1.00
10_S_B01_2010_12_17_2	2	class	Mollicutes	8	0.09	0.96
10_S_B01_2010_12_17_2	2	class	Epsilonproteobacteria	56	0.64	1.00
10_S_B01_2010_12_17_2	2	class	Bacilli	1094	12.50	0.99
10_S_B01_2010_12_17_2	2	class	Erysipelotrichia	16	0.18	0.95
10_S_B01_2010_12_17_2	2	class	Anaerolineae	1	0.01	0.96
10_S_B01_2010_12_17_2	2	class	Fusobacteria	1242	14.19	1.00
10_S_B01_2010_12_17_2	2	class	Negativicutes	536	6.13	0.99
10_S_B01_2010_12_17_2	2	class	Actinobacteria	1652	18.88	1.00
10_S_B01_2010_12_17_2	2	class	Clostridia	300	3.43	0.99
10_S_B01_2010_12_17_2	2	class	Deltaproteobacteria	11	0.13	0.99
10_S_B01_2010_12_17_2	2	subclass	Actinobacteridae	1562	17.85	1.00
10_S_B01_2010_12_17_2	2	subclass	Coriobacteridae	81	0.93	1.00
10_S_B01_2010_12_17_2	2	suborder	Micrococcineae	95	1.09	0.98
10_S_B01_2010_12_17_2	2	suborder	Coriobacterineae	81	0.93	1.00
10_S_B01_2010_12_17_2	2	suborder	Corynebacterineae	500	5.71	0.98
10_S_B01_2010_12_17_2	2	suborder	Actinomycineae	622	7.11	0.98
10_S_B01_2010_12_17_2	2	suborder	Propionibacterineae	47	0.54	1.00
10_S_B01_2010_12_17_2	2	order	Cardiobacteriales	40	0.46	0.99
10_S_B01_2010_12_17_2	2	order	Pasteurellales	299	3.42	1.00
10_S_B01_2010_12_17_2	2	order	Neisseriales	338	3.86	0.99
10_S_B01_2010_12_17_2	2	order	Sphingomonadales	1	0.01	1.00
10_S_B01_2010_12_17_2	2	order	Clostridiales	300	3.43	0.99
10_S_B01_2010_12_17_2	2	order	Mycoplasmatales	8	0.09	0.96
10_S_B01_2010_12_17_2	2	order	Desulfobacterales	7	0.08	0.98
10_S_B01_2010_12_17_2	2	order	Lactobacillales	1043	11.92	0.99
10_S_B01_2010_12_17_2	2	order	Burkholderiales	8	0.09	0.97
10_S_B01_2010_12_17_2	2	order	Fusobacteriales	1242	14.19	1.00
10_S_B01_2010_12_17_2	2	order	Anaerolineales	1	0.01	0.96
10_S_B01_2010_12_17_2	2	order	Erysipelotrichales	16	0.18	0.95
10_S_B01_2010_12_17_2	2	order	Spirochaetales	341	3.90	0.99
10_S_B01_2010_12_17_2	2	order	Bacillales	30	0.34	1.00
10_S_B01_2010_12_17_2	2	order	Rhodocyclales	1	0.01	1.00
10_S_B01_2010_12_17_2	2	order	Rhizobiales	12	0.14	1.00
10_S_B01_2010_12_17_2	2	order	Flavobacteriales	198	2.26	0.99
10_S_B01_2010_12_17_2	2	order	Campylobacterales	56	0.64	1.00
10_S_B01_2010_12_17_2	2	order	Synergistales	99	1.13	0.93
10_S_B01_2010_12_17_2	2	order	Selenomonadales	536	6.13	0.99
10_S_B01_2010_12_17_2	2	order	Desulfovibrionales	4	0.05	0.99
10_S_B01_2010_12_17_2	2	order	Bacteroidales	2061	23.55	0.99
10_S_B01_2010_12_17_2	2	order	Coriobacteriales	81	0.93	1.00
10_S_B01_2010_12_17_2	2	order	Actinomycetales	1512	17.28	1.00
10_S_B01_2010_12_17_2	2	order	Bifidobacteriales	47	0.54	0.99
10_S_B01_2010_12_17_2	2	family	Coriobacteriaceae	81	0.93	1.00
10_S_B01_2010_12_17_2	2	family	Actinomycetaceae	622	7.11	0.98
10_S_B01_2010_12_17_2	2	family	Mycobacteriaceae	20	0.23	0.99
10_S_B01_2010_12_17_2	2	family	Corynebacteriaceae	466	5.33	0.98
10_S_B01_2010_12_17_2	2	family	Micrococcaceae	86	0.98	0.99
10_S_B01_2010_12_17_2	2	family	Propionibacteriaceae	47	0.54	1.00
10_S_B01_2010_12_17_2	2	family	Chloroplast	2	0.02	1.00
10_S_B01_2010_12_17_2	2	family	Leptotrichiaceae	603	6.89	1.00
10_S_B01_2010_12_17_2	2	family	Streptococcaceae	945	10.80	0.99
10_S_B01_2010_12_17_2	2	family	Sphingomonadaceae	1	0.01	1.00
10_S_B01_2010_12_17_2	2	family	Listeriaceae	2	0.02	1.00
10_S_B01_2010_12_17_2	2	family	Desulfomicrobiaceae	3	0.03	1.00
10_S_B01_2010_12_17_2	2	family	Cardiobacteriaceae	40	0.46	0.99
10_S_B01_2010_12_17_2	2	family	Eubacteriaceae	67	0.77	0.99
10_S_B01_2010_12_17_2	2	family	Neisseriaceae	338	3.86	0.99
10_S_B01_2010_12_17_2	2	family	Veillonellaceae	526	6.01	0.99
10_S_B01_2010_12_17_2	2	family	Burkholderiaceae	2	0.02	1.00
10_S_B01_2010_12_17_2	2	family	Staphylococcaceae	1	0.01	1.00
10_S_B01_2010_12_17_2	2	family	Methylobacteriaceae	12	0.14	1.00
10_S_B01_2010_12_17_2	2	family	Erysipelotrichaceae	16	0.18	0.95
10_S_B01_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XIII	13	0.15	0.94
10_S_B01_2010_12_17_2	2	family	Prevotellaceae	971	11.10	0.99
10_S_B01_2010_12_17_2	2	family	Lactobacillaceae	6	0.07	1.00
10_S_B01_2010_12_17_2	2	family	Mycoplasmataceae	8	0.09	0.96
10_S_B01_2010_12_17_2	2	family	Fusobacteriaceae	635	7.26	1.00
10_S_B01_2010_12_17_2	2	family	Spirochaetaceae	341	3.90	0.99
10_S_B01_2010_12_17_2	2	family	Peptococcaceae 1	1	0.01	0.83
10_S_B01_2010_12_17_2	2	family	Synergistaceae	99	1.13	0.93
10_S_B01_2010_12_17_2	2	family	Rhodocyclaceae	1	0.01	1.00
10_S_B01_2010_12_17_2	2	family	Campylobacteraceae	56	0.64	1.00
10_S_B01_2010_12_17_2	2	family	Porphyromonadaceae	992	11.34	0.99
10_S_B01_2010_12_17_2	2	family	Bacillales_Incertae Sedis XI	26	0.30	1.00
10_S_B01_2010_12_17_2	2	family	Carnobacteriaceae	29	0.33	0.96
10_S_B01_2010_12_17_2	2	family	Anaerolineaceae	1	0.01	0.96
10_S_B01_2010_12_17_2	2	family	Pasteurellaceae	299	3.42	1.00
10_S_B01_2010_12_17_2	2	family	Peptostreptococcaceae	43	0.49	0.97
10_S_B01_2010_12_17_2	2	family	Lachnospiraceae	91	1.04	0.97
10_S_B01_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XI	44	0.50	0.99
10_S_B01_2010_12_17_2	2	family	Bacteroidaceae	6	0.07	0.89
10_S_B01_2010_12_17_2	2	family	Flavobacteriaceae	196	2.24	0.99
10_S_B01_2010_12_17_2	2	family	Bacteroidales_incertae_sedis	18	0.21	1.00
10_S_B01_2010_12_17_2	2	family	Aerococcaceae	7	0.08	0.98
10_S_B01_2010_12_17_2	2	family	Desulfobulbaceae	7	0.08	0.98
10_S_B01_2010_12_17_2	2	family	Bifidobacteriaceae	47	0.54	0.99
10_S_B01_2010_12_17_2	2	genus	Bifidobacterium	18	0.21	1.00
10_S_B01_2010_12_17_2	2	genus	Scardovia	23	0.26	0.99
10_S_B01_2010_12_17_2	2	genus	Rothia	85	0.97	0.99
10_S_B01_2010_12_17_2	2	genus	Mycobacterium	20	0.23	0.99
10_S_B01_2010_12_17_2	2	genus	Corynebacterium	433	4.95	0.96
10_S_B01_2010_12_17_2	2	genus	Actinomyces	617	7.05	0.99
10_S_B01_2010_12_17_2	2	genus	Propionibacterium	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Atopobium	20	0.23	1.00
10_S_B01_2010_12_17_2	2	genus	Olsenella	57	0.65	0.99
10_S_B01_2010_12_17_2	2	genus	TM7_genera_incertae_sedis	29	0.33	1.00
10_S_B01_2010_12_17_2	2	genus	SR1_genera_incertae_sedis	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Streptophyta	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Ralstonia	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Shuttleworthia	5	0.06	0.97
10_S_B01_2010_12_17_2	2	genus	Johnsonella	8	0.09	0.99
10_S_B01_2010_12_17_2	2	genus	Peptococcus	1	0.01	0.83
10_S_B01_2010_12_17_2	2	genus	Centipeda	5	0.06	0.87
10_S_B01_2010_12_17_2	2	genus	Peptostreptococcaceae_incertae_sedis	2	0.02	0.97
10_S_B01_2010_12_17_2	2	genus	Dialister	12	0.14	1.00
10_S_B01_2010_12_17_2	2	genus	Peptostreptococcus	6	0.07	1.00
10_S_B01_2010_12_17_2	2	genus	Xylanibacter	2	0.02	0.82
10_S_B01_2010_12_17_2	2	genus	Aggregatibacter	256	2.93	0.99
10_S_B01_2010_12_17_2	2	genus	Oribacterium	22	0.25	0.97
10_S_B01_2010_12_17_2	2	genus	Abiotrophia	7	0.08	0.98
10_S_B01_2010_12_17_2	2	genus	Bergeriella	5	0.06	0.90
10_S_B01_2010_12_17_2	2	genus	Eubacterium	53	0.61	0.99
10_S_B01_2010_12_17_2	2	genus	Finegoldia	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Cardiobacterium	40	0.46	0.99
10_S_B01_2010_12_17_2	2	genus	Fusobacterium	598	6.83	0.99
10_S_B01_2010_12_17_2	2	genus	Staphylococcus	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Thermovirga	1	0.01	0.84
10_S_B01_2010_12_17_2	2	genus	Leptotrichia	583	6.66	1.00
10_S_B01_2010_12_17_2	2	genus	Granulicatella	28	0.32	0.95
10_S_B01_2010_12_17_2	2	genus	Kingella	38	0.43	0.93
10_S_B01_2010_12_17_2	2	genus	Sphingomonas	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Haemophilus	17	0.19	0.87
10_S_B01_2010_12_17_2	2	genus	Brochothrix	2	0.02	1.00
10_S_B01_2010_12_17_2	2	genus	Odoribacter	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Solobacterium	12	0.14	0.93
10_S_B01_2010_12_17_2	2	genus	Porphyromonas	753	8.60	0.99
10_S_B01_2010_12_17_2	2	genus	Selenomonas	124	1.42	0.98
10_S_B01_2010_12_17_2	2	genus	Neisseria	198	2.26	0.97
10_S_B01_2010_12_17_2	2	genus	Bacteroides	6	0.07	0.89
10_S_B01_2010_12_17_2	2	genus	Campylobacter	56	0.64	1.00
10_S_B01_2010_12_17_2	2	genus	Filifactor	35	0.40	0.97
10_S_B01_2010_12_17_2	2	genus	Gemella	26	0.30	1.00
10_S_B01_2010_12_17_2	2	genus	Schwartzia	1	0.01	0.80
10_S_B01_2010_12_17_2	2	genus	Sneathia	1	0.01	0.86
10_S_B01_2010_12_17_2	2	genus	Desulfobulbus	7	0.08	0.97
10_S_B01_2010_12_17_2	2	genus	Tannerella	100	1.14	0.98
10_S_B01_2010_12_17_2	2	genus	Shinella	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Anaeroglobus	5	0.06	0.99
10_S_B01_2010_12_17_2	2	genus	Prevotella	879	10.04	0.99
10_S_B01_2010_12_17_2	2	genus	Streptococcus	943	10.78	0.99
10_S_B01_2010_12_17_2	2	genus	Bulleidia	4	0.05	1.00
10_S_B01_2010_12_17_2	2	genus	Hallella	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Paludibacter	13	0.15	0.82
10_S_B01_2010_12_17_2	2	genus	Syntrophococcus	1	0.01	0.81
10_S_B01_2010_12_17_2	2	genus	Phocaeicola	18	0.21	1.00
10_S_B01_2010_12_17_2	2	genus	Pseudoramibacter	14	0.16	1.00
10_S_B01_2010_12_17_2	2	genus	Veillonella	309	3.53	0.99
10_S_B01_2010_12_17_2	2	genus	Lactobacillus	6	0.07	1.00
10_S_B01_2010_12_17_2	2	genus	Burkholderia	1	0.01	1.00
10_S_B01_2010_12_17_2	2	genus	Desulfomicrobium	3	0.03	1.00
10_S_B01_2010_12_17_2	2	genus	Actinobacillus	4	0.05	0.86
10_S_B01_2010_12_17_2	2	genus	Streptobacillus	1	0.01	0.90
10_S_B01_2010_12_17_2	2	genus	Treponema	340	3.89	0.99
10_S_B01_2010_12_17_2	2	genus	Parvimonas	42	0.48	0.99
10_S_B01_2010_12_17_2	2	genus	Eikenella	1	0.01	0.93
10_S_B01_2010_12_17_2	2	genus	Mycoplasma	8	0.09	0.96
10_S_B01_2010_12_17_2	2	genus	Mogibacterium	8	0.09	0.96
10_S_B01_2010_12_17_2	2	genus	Catonella	10	0.11	1.00
10_S_B01_2010_12_17_2	2	genus	Clostridium XIX	4	0.05	0.89
10_S_B01_2010_12_17_2	2	genus	Anaerovorax	5	0.06	0.92
10_S_B01_2010_12_17_2	2	genus	Methylobacterium	12	0.14	1.00
10_S_B01_2010_12_17_2	2	genus	Capnocytophaga	176	2.01	0.99
