ReadID	SampleName	SampleID	ReadLength	ReadAvgQualScore
GSXD9VZ02H6UNC	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02HGOYQ	10_D_B02_2010_12_17_2	10_D_B02	478	33
GSXD9VZ02HSVYX	10_D_B02_2010_12_17_2	10_D_B02	486	36
GSXD9VZ02FNCRJ	10_D_B02_2010_12_17_2	10_D_B02	514	36
GSXD9VZ02GW6QN	10_D_B02_2010_12_17_2	10_D_B02	479	35
GSXD9VZ02FY2R4	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02HERYY	10_D_B02_2010_12_17_2	10_D_B02	477	35
GSXD9VZ02IZ6JW	10_D_B02_2010_12_17_2	10_D_B02	494	31
GSXD9VZ02G2XBI	10_D_B02_2010_12_17_2	10_D_B02	470	32
GSXD9VZ02GRJAM	10_D_B02_2010_12_17_2	10_D_B02	456	29
GSXD9VZ02GT70U	10_D_B02_2010_12_17_2	10_D_B02	468	36
GSXD9VZ02I4L1C	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02F0VON	10_D_B02_2010_12_17_2	10_D_B02	504	35
GSXD9VZ02ILUHB	10_D_B02_2010_12_17_2	10_D_B02	490	36
GSXD9VZ02HE8SF	10_D_B02_2010_12_17_2	10_D_B02	505	36
GSXD9VZ02HXJ52	10_D_B02_2010_12_17_2	10_D_B02	511	36
GSXD9VZ02ILD7D	10_D_B02_2010_12_17_2	10_D_B02	487	35
GSXD9VZ02GJN9M	10_D_B02_2010_12_17_2	10_D_B02	491	35
GSXD9VZ02JAPPW	10_D_B02_2010_12_17_2	10_D_B02	490	35
GSXD9VZ02H6SDV	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02JJEUW	10_D_B02_2010_12_17_2	10_D_B02	479	36
GSXD9VZ02GNOCT	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02HGPGU	10_D_B02_2010_12_17_2	10_D_B02	483	35
GSXD9VZ02IANXQ	10_D_B02_2010_12_17_2	10_D_B02	469	36
GSXD9VZ02IJJLA	10_D_B02_2010_12_17_2	10_D_B02	476	35
GSXD9VZ02G5QVI	10_D_B02_2010_12_17_2	10_D_B02	470	36
GSXD9VZ02I4993	10_D_B02_2010_12_17_2	10_D_B02	487	36
GSXD9VZ02HTNM1	10_D_B02_2010_12_17_2	10_D_B02	512	35
GSXD9VZ02HM0DI	10_D_B02_2010_12_17_2	10_D_B02	485	35
GSXD9VZ02GBPVE	10_D_B02_2010_12_17_2	10_D_B02	485	36
GSXD9VZ02I20GN	10_D_B02_2010_12_17_2	10_D_B02	250	31
GSXD9VZ02GPJRE	10_D_B02_2010_12_17_2	10_D_B02	500	32
GSXD9VZ02G88G6	10_D_B02_2010_12_17_2	10_D_B02	515	34
GSXD9VZ02ITS40	10_D_B02_2010_12_17_2	10_D_B02	502	34
GSXD9VZ02I2U8C	10_D_B02_2010_12_17_2	10_D_B02	486	35
GSXD9VZ02F0NVM	10_D_B02_2010_12_17_2	10_D_B02	488	36
GSXD9VZ02HA0OA	10_D_B02_2010_12_17_2	10_D_B02	484	35
GSXD9VZ02HG8QM	10_D_B02_2010_12_17_2	10_D_B02	434	34
GSXD9VZ02F3KN8	10_D_B02_2010_12_17_2	10_D_B02	495	35
GSXD9VZ02JPG8S	10_D_B02_2010_12_17_2	10_D_B02	494	32
GSXD9VZ02GJE1Y	10_D_B02_2010_12_17_2	10_D_B02	478	35
GSXD9VZ02G3ZZG	10_D_B02_2010_12_17_2	10_D_B02	486	35
GSXD9VZ02HXD8X	10_D_B02_2010_12_17_2	10_D_B02	510	36
GSXD9VZ02HWO23	10_D_B02_2010_12_17_2	10_D_B02	513	35
GSXD9VZ02H9IZW	10_D_B02_2010_12_17_2	10_D_B02	512	36
GSXD9VZ02JTK21	10_D_B02_2010_12_17_2	10_D_B02	226	29
GSXD9VZ02FTVUN	10_D_B02_2010_12_17_2	10_D_B02	472	33
GSXD9VZ02GL574	10_D_B02_2010_12_17_2	10_D_B02	492	34
GSXD9VZ02FW5F5	10_D_B02_2010_12_17_2	10_D_B02	408	37
GSXD9VZ02IUAMW	10_D_B02_2010_12_17_2	10_D_B02	524	36
GSXD9VZ02GVKDA	10_D_B02_2010_12_17_2	10_D_B02	512	33
GSXD9VZ02FO9C8	10_D_B02_2010_12_17_2	10_D_B02	515	35
GSXD9VZ02GUYG9	10_D_B02_2010_12_17_2	10_D_B02	471	36
GSXD9VZ02FYHYI	10_D_B02_2010_12_17_2	10_D_B02	473	32
GSXD9VZ02IY1J5	10_D_B02_2010_12_17_2	10_D_B02	511	35
GSXD9VZ02GURBL	10_D_B02_2010_12_17_2	10_D_B02	458	32
GSXD9VZ02IBIMH	10_D_B02_2010_12_17_2	10_D_B02	522	35
GSXD9VZ02I3SDY	10_D_B02_2010_12_17_2	10_D_B02	511	35
GSXD9VZ02JQ048	10_D_B02_2010_12_17_2	10_D_B02	357	29
GSXD9VZ02FZGJC	10_D_B02_2010_12_17_2	10_D_B02	516	33
GSXD9VZ02G8GTG	10_D_B02_2010_12_17_2	10_D_B02	510	36
GSXD9VZ02GTPTE	10_D_B02_2010_12_17_2	10_D_B02	470	30
GSXD9VZ02I7070	10_D_B02_2010_12_17_2	10_D_B02	514	34
GSXD9VZ02G9ZMJ	10_D_B02_2010_12_17_2	10_D_B02	514	35
GSXD9VZ02FVA6L	10_D_B02_2010_12_17_2	10_D_B02	532	36
GSXD9VZ02IRYTN	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02I8RNK	10_D_B02_2010_12_17_2	10_D_B02	523	33
GSXD9VZ02JY26V	10_D_B02_2010_12_17_2	10_D_B02	515	36
GSXD9VZ02GMRFM	10_D_B02_2010_12_17_2	10_D_B02	443	33
GSXD9VZ02GGQ0O	10_D_B02_2010_12_17_2	10_D_B02	269	27
GSXD9VZ02H8X0N	10_D_B02_2010_12_17_2	10_D_B02	503	36
GSXD9VZ02FT6UY	10_D_B02_2010_12_17_2	10_D_B02	489	33
GSXD9VZ02G7OB1	10_D_B02_2010_12_17_2	10_D_B02	487	36
GSXD9VZ02IF8H8	10_D_B02_2010_12_17_2	10_D_B02	489	34
GSXD9VZ02H3WCH	10_D_B02_2010_12_17_2	10_D_B02	392	31
GSXD9VZ02IDN3G	10_D_B02_2010_12_17_2	10_D_B02	492	36
GSXD9VZ02I82CY	10_D_B02_2010_12_17_2	10_D_B02	471	33
GSXD9VZ02FW9PD	10_D_B02_2010_12_17_2	10_D_B02	420	36
GSXD9VZ02H9JTM	10_D_B02_2010_12_17_2	10_D_B02	487	33
GSXD9VZ02FVLFB	10_D_B02_2010_12_17_2	10_D_B02	492	29
GSXD9VZ02I6BIZ	10_D_B02_2010_12_17_2	10_D_B02	482	34
GSXD9VZ02JEYMN	10_D_B02_2010_12_17_2	10_D_B02	504	35
GSXD9VZ02GEMJ9	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02J4Y9K	10_D_B02_2010_12_17_2	10_D_B02	491	36
GSXD9VZ02F6OQA	10_D_B02_2010_12_17_2	10_D_B02	516	34
GSXD9VZ02FLU6S	10_D_B02_2010_12_17_2	10_D_B02	514	35
GSXD9VZ02JPQMF	10_D_B02_2010_12_17_2	10_D_B02	481	34
GSXD9VZ02G3ANG	10_D_B02_2010_12_17_2	10_D_B02	295	30
GSXD9VZ02GOKS8	10_D_B02_2010_12_17_2	10_D_B02	468	36
GSXD9VZ02I8EF1	10_D_B02_2010_12_17_2	10_D_B02	477	35
GSXD9VZ02IDO7N	10_D_B02_2010_12_17_2	10_D_B02	480	37
GSXD9VZ02I9LSA	10_D_B02_2010_12_17_2	10_D_B02	486	36
GSXD9VZ02IYRFO	10_D_B02_2010_12_17_2	10_D_B02	486	36
GSXD9VZ02GUD6Q	10_D_B02_2010_12_17_2	10_D_B02	498	35
GSXD9VZ02GZMDH	10_D_B02_2010_12_17_2	10_D_B02	497	30
GSXD9VZ02IPHGU	10_D_B02_2010_12_17_2	10_D_B02	478	37
GSXD9VZ02ILAQE	10_D_B02_2010_12_17_2	10_D_B02	514	36
GSXD9VZ02GK7I1	10_D_B02_2010_12_17_2	10_D_B02	492	36
GSXD9VZ02I9A22	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02HE1HZ	10_D_B02_2010_12_17_2	10_D_B02	470	37
GSXD9VZ02H2EM7	10_D_B02_2010_12_17_2	10_D_B02	495	33
GSXD9VZ02HAXVB	10_D_B02_2010_12_17_2	10_D_B02	483	30
GSXD9VZ02GIJAR	10_D_B02_2010_12_17_2	10_D_B02	479	36
GSXD9VZ02JO9N1	10_D_B02_2010_12_17_2	10_D_B02	473	30
GSXD9VZ02FO7GH	10_D_B02_2010_12_17_2	10_D_B02	489	36
GSXD9VZ02F4Z83	10_D_B02_2010_12_17_2	10_D_B02	508	34
GSXD9VZ02FOFL7	10_D_B02_2010_12_17_2	10_D_B02	490	36
GSXD9VZ02HIX0Z	10_D_B02_2010_12_17_2	10_D_B02	443	31
GSXD9VZ02GB9YF	10_D_B02_2010_12_17_2	10_D_B02	500	35
GSXD9VZ02GQ70N	10_D_B02_2010_12_17_2	10_D_B02	470	30
GSXD9VZ02HWSLI	10_D_B02_2010_12_17_2	10_D_B02	499	35
GSXD9VZ02IJ5E9	10_D_B02_2010_12_17_2	10_D_B02	483	32
GSXD9VZ02FSLDC	10_D_B02_2010_12_17_2	10_D_B02	284	32
GSXD9VZ02IRJL3	10_D_B02_2010_12_17_2	10_D_B02	515	36
GSXD9VZ02HWCHA	10_D_B02_2010_12_17_2	10_D_B02	489	34
GSXD9VZ02FHSJ8	10_D_B02_2010_12_17_2	10_D_B02	476	36
GSXD9VZ02IDZEV	10_D_B02_2010_12_17_2	10_D_B02	486	36
GSXD9VZ02H64FK	10_D_B02_2010_12_17_2	10_D_B02	479	37
GSXD9VZ02JMPK8	10_D_B02_2010_12_17_2	10_D_B02	365	32
GSXD9VZ02GZYIH	10_D_B02_2010_12_17_2	10_D_B02	481	31
GSXD9VZ02FUYJV	10_D_B02_2010_12_17_2	10_D_B02	478	37
GSXD9VZ02HG3Q3	10_D_B02_2010_12_17_2	10_D_B02	446	35
GSXD9VZ02GKHM7	10_D_B02_2010_12_17_2	10_D_B02	470	35
GSXD9VZ02GLULU	10_D_B02_2010_12_17_2	10_D_B02	527	32
GSXD9VZ02I97U0	10_D_B02_2010_12_17_2	10_D_B02	490	36
GSXD9VZ02I6QOR	10_D_B02_2010_12_17_2	10_D_B02	506	30
GSXD9VZ02HJVK6	10_D_B02_2010_12_17_2	10_D_B02	507	34
GSXD9VZ02FMG0C	10_D_B02_2010_12_17_2	10_D_B02	496	29
GSXD9VZ02I9RKH	10_D_B02_2010_12_17_2	10_D_B02	309	32
GSXD9VZ02JSC4D	10_D_B02_2010_12_17_2	10_D_B02	501	36
GSXD9VZ02JFVKH	10_D_B02_2010_12_17_2	10_D_B02	511	35
GSXD9VZ02HXGGH	10_D_B02_2010_12_17_2	10_D_B02	469	34
GSXD9VZ02IV3HN	10_D_B02_2010_12_17_2	10_D_B02	397	34
GSXD9VZ02I5U2Y	10_D_B02_2010_12_17_2	10_D_B02	484	36
GSXD9VZ02H5PMZ	10_D_B02_2010_12_17_2	10_D_B02	481	35
GSXD9VZ02HRFL1	10_D_B02_2010_12_17_2	10_D_B02	480	36
GSXD9VZ02GJAH4	10_D_B02_2010_12_17_2	10_D_B02	517	31
GSXD9VZ02GMJC9	10_D_B02_2010_12_17_2	10_D_B02	491	38
GSXD9VZ02G3NJR	10_D_B02_2010_12_17_2	10_D_B02	275	33
GSXD9VZ02GO24O	10_D_B02_2010_12_17_2	10_D_B02	379	32
GSXD9VZ02FP2ON	10_D_B02_2010_12_17_2	10_D_B02	514	34
GSXD9VZ02IFCVP	10_D_B02_2010_12_17_2	10_D_B02	513	36
GSXD9VZ02IMXRJ	10_D_B02_2010_12_17_2	10_D_B02	501	33
GSXD9VZ02JE4TS	10_D_B02_2010_12_17_2	10_D_B02	479	36
GSXD9VZ02FHYWP	10_D_B02_2010_12_17_2	10_D_B02	479	36
GSXD9VZ02HPIW4	10_D_B02_2010_12_17_2	10_D_B02	480	36
GSXD9VZ02HCRZY	10_D_B02_2010_12_17_2	10_D_B02	512	35
GSXD9VZ02F7CKC	10_D_B02_2010_12_17_2	10_D_B02	512	35
GSXD9VZ02HRK4I	10_D_B02_2010_12_17_2	10_D_B02	513	36
GSXD9VZ02FLIEX	10_D_B02_2010_12_17_2	10_D_B02	505	32
GSXD9VZ02H214R	10_D_B02_2010_12_17_2	10_D_B02	385	33
GSXD9VZ02G43BH	10_D_B02_2010_12_17_2	10_D_B02	486	36
GSXD9VZ02GH2CF	10_D_B02_2010_12_17_2	10_D_B02	505	35
GSXD9VZ02G2OYO	10_D_B02_2010_12_17_2	10_D_B02	403	27
GSXD9VZ02FUGOR	10_D_B02_2010_12_17_2	10_D_B02	352	35
GSXD9VZ02IVGK6	10_D_B02_2010_12_17_2	10_D_B02	482	35
GSXD9VZ02IPM6C	10_D_B02_2010_12_17_2	10_D_B02	482	37
GSXD9VZ02HE6U1	10_D_B02_2010_12_17_2	10_D_B02	479	35
GSXD9VZ02JFGYX	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02IYVLP	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02H0VAX	10_D_B02_2010_12_17_2	10_D_B02	513	36
GSXD9VZ02FY2WJ	10_D_B02_2010_12_17_2	10_D_B02	513	35
GSXD9VZ02GU79L	10_D_B02_2010_12_17_2	10_D_B02	471	34
GSXD9VZ02GSEY5	10_D_B02_2010_12_17_2	10_D_B02	469	35
GSXD9VZ02FYOT3	10_D_B02_2010_12_17_2	10_D_B02	484	36
GSXD9VZ02F6AQH	10_D_B02_2010_12_17_2	10_D_B02	489	28
GSXD9VZ02GWN7C	10_D_B02_2010_12_17_2	10_D_B02	469	36
GSXD9VZ02JHCLI	10_D_B02_2010_12_17_2	10_D_B02	494	34
GSXD9VZ02JZ6ZA	10_D_B02_2010_12_17_2	10_D_B02	510	37
GSXD9VZ02JEVS4	10_D_B02_2010_12_17_2	10_D_B02	502	36
GSXD9VZ02H91FE	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02GJRX2	10_D_B02_2010_12_17_2	10_D_B02	485	36
GSXD9VZ02HKCUI	10_D_B02_2010_12_17_2	10_D_B02	494	34
GSXD9VZ02I8IQR	10_D_B02_2010_12_17_2	10_D_B02	499	34
GSXD9VZ02G62EX	10_D_B02_2010_12_17_2	10_D_B02	460	32
GSXD9VZ02IQLYL	10_D_B02_2010_12_17_2	10_D_B02	485	36
GSXD9VZ02GQSA1	10_D_B02_2010_12_17_2	10_D_B02	506	36
GSXD9VZ02GNV5A	10_D_B02_2010_12_17_2	10_D_B02	491	35
GSXD9VZ02F0KJT	10_D_B02_2010_12_17_2	10_D_B02	495	30
GSXD9VZ02HQ155	10_D_B02_2010_12_17_2	10_D_B02	249	29
GSXD9VZ02HUCKX	10_D_B02_2010_12_17_2	10_D_B02	504	31
GSXD9VZ02JDX37	10_D_B02_2010_12_17_2	10_D_B02	500	36
GSXD9VZ02G6KQM	10_D_B02_2010_12_17_2	10_D_B02	471	36
GSXD9VZ02IAMVL	10_D_B02_2010_12_17_2	10_D_B02	392	34
GSXD9VZ02H2RLB	10_D_B02_2010_12_17_2	10_D_B02	216	31
GSXD9VZ02IKBGL	10_D_B02_2010_12_17_2	10_D_B02	481	32
GSXD9VZ02GFHSL	10_D_B02_2010_12_17_2	10_D_B02	515	34
GSXD9VZ02HZKCB	10_D_B02_2010_12_17_2	10_D_B02	471	35
GSXD9VZ02HJDSF	10_D_B02_2010_12_17_2	10_D_B02	512	33
GSXD9VZ02HXNW1	10_D_B02_2010_12_17_2	10_D_B02	433	33
GSXD9VZ02GRWGS	10_D_B02_2010_12_17_2	10_D_B02	493	32
GSXD9VZ02G1EFN	10_D_B02_2010_12_17_2	10_D_B02	514	33
GSXD9VZ02HFERD	10_D_B02_2010_12_17_2	10_D_B02	480	37
GSXD9VZ02F4ZQR	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02GSC5D	10_D_B02_2010_12_17_2	10_D_B02	486	36
GSXD9VZ02H30H5	10_D_B02_2010_12_17_2	10_D_B02	484	37
GSXD9VZ02GW0S6	10_D_B02_2010_12_17_2	10_D_B02	488	32
GSXD9VZ02F8DHW	10_D_B02_2010_12_17_2	10_D_B02	502	36
GSXD9VZ02GU2WV	10_D_B02_2010_12_17_2	10_D_B02	405	31
GSXD9VZ02HO5SM	10_D_B02_2010_12_17_2	10_D_B02	488	34
GSXD9VZ02FSK9O	10_D_B02_2010_12_17_2	10_D_B02	531	33
GSXD9VZ02IMGMO	10_D_B02_2010_12_17_2	10_D_B02	502	37
GSXD9VZ02FOSBL	10_D_B02_2010_12_17_2	10_D_B02	476	36
GSXD9VZ02JVC2O	10_D_B02_2010_12_17_2	10_D_B02	494	36
GSXD9VZ02FSP1D	10_D_B02_2010_12_17_2	10_D_B02	450	31
GSXD9VZ02HAJQR	10_D_B02_2010_12_17_2	10_D_B02	464	36
GSXD9VZ02GNIOP	10_D_B02_2010_12_17_2	10_D_B02	484	36
GSXD9VZ02IFIFU	10_D_B02_2010_12_17_2	10_D_B02	481	35
GSXD9VZ02F9CKM	10_D_B02_2010_12_17_2	10_D_B02	485	36
GSXD9VZ02IC4EN	10_D_B02_2010_12_17_2	10_D_B02	496	35
GSXD9VZ02JUSWX	10_D_B02_2010_12_17_2	10_D_B02	513	35
GSXD9VZ02HRYJ0	10_D_B02_2010_12_17_2	10_D_B02	474	33
GSXD9VZ02HEO51	10_D_B02_2010_12_17_2	10_D_B02	513	34
GSXD9VZ02FQ6TS	10_D_B02_2010_12_17_2	10_D_B02	489	35
GSXD9VZ02H9LOC	10_D_B02_2010_12_17_2	10_D_B02	511	34
GSXD9VZ02H7IVM	10_D_B02_2010_12_17_2	10_D_B02	498	33
GSXD9VZ02GS76A	10_D_B02_2010_12_17_2	10_D_B02	498	34
GSXD9VZ02FOPND	10_D_B02_2010_12_17_2	10_D_B02	474	36
GSXD9VZ02FZ6J0	10_D_B02_2010_12_17_2	10_D_B02	469	33
GSXD9VZ02IV2KM	10_D_B02_2010_12_17_2	10_D_B02	515	34
GSXD9VZ02HK37K	10_D_B02_2010_12_17_2	10_D_B02	490	34
GSXD9VZ02HQIP1	10_D_B02_2010_12_17_2	10_D_B02	481	36
GSXD9VZ02H9DLK	10_D_B02_2010_12_17_2	10_D_B02	486	37
GSXD9VZ02GXJ30	10_D_B02_2010_12_17_2	10_D_B02	510	33
GSXD9VZ02HE5BM	10_D_B02_2010_12_17_2	10_D_B02	496	33
GSXD9VZ02F83VS	10_D_B02_2010_12_17_2	10_D_B02	481	36
GSXD9VZ02FN8PS	10_D_B02_2010_12_17_2	10_D_B02	475	36
GSXD9VZ02GNHYW	10_D_B02_2010_12_17_2	10_D_B02	493	35
GSXD9VZ02JYW6K	10_D_B02_2010_12_17_2	10_D_B02	425	33
GSXD9VZ02IBSYF	10_D_B02_2010_12_17_2	10_D_B02	535	34
GSXD9VZ02J19YN	10_D_B02_2010_12_17_2	10_D_B02	513	35
GSXD9VZ02FPUW5	10_D_B02_2010_12_17_2	10_D_B02	538	30
GSXD9VZ02JVDIW	10_D_B02_2010_12_17_2	10_D_B02	494	36
GSXD9VZ02IPDMP	10_D_B02_2010_12_17_2	10_D_B02	510	36
GSXD9VZ02F5PBV	10_D_B02_2010_12_17_2	10_D_B02	484	35
GSXD9VZ02H9IEN	10_D_B02_2010_12_17_2	10_D_B02	515	35
GSXD9VZ02HOBTC	10_D_B02_2010_12_17_2	10_D_B02	327	31
GSXD9VZ02HKEQP	10_D_B02_2010_12_17_2	10_D_B02	383	37
GSXD9VZ02HFRJZ	10_D_B02_2010_12_17_2	10_D_B02	507	35
GSXD9VZ02I2493	10_D_B02_2010_12_17_2	10_D_B02	484	35
GSXD9VZ02FMT9Y	10_D_B02_2010_12_17_2	10_D_B02	537	34
GSXD9VZ02GE0JX	10_D_B02_2010_12_17_2	10_D_B02	469	30
GSXD9VZ02FIUOS	10_D_B02_2010_12_17_2	10_D_B02	491	37
GSXD9VZ02FUFQI	10_D_B02_2010_12_17_2	10_D_B02	408	36
GSXD9VZ02F9BW0	10_D_B02_2010_12_17_2	10_D_B02	515	34
GSXD9VZ02I97GS	10_D_B02_2010_12_17_2	10_D_B02	484	35
GSXD9VZ02JETTK	10_D_B02_2010_12_17_2	10_D_B02	405	34
GSXD9VZ02I0NHF	10_D_B02_2010_12_17_2	10_D_B02	520	33
GSXD9VZ02FJEXC	10_D_B02_2010_12_17_2	10_D_B02	494	36
GSXD9VZ02IRDXK	10_D_B02_2010_12_17_2	10_D_B02	481	34
GSXD9VZ02G28TP	10_D_B02_2010_12_17_2	10_D_B02	491	35
GSXD9VZ02JHXM0	10_D_B02_2010_12_17_2	10_D_B02	516	36
GSXD9VZ02I554D	10_D_B02_2010_12_17_2	10_D_B02	471	37
GSXD9VZ02I1FUU	10_D_B02_2010_12_17_2	10_D_B02	518	34
GSXD9VZ02H8I04	10_D_B02_2010_12_17_2	10_D_B02	509	34
GSXD9VZ02JU14X	10_D_B02_2010_12_17_2	10_D_B02	456	33
GSXD9VZ02ILG12	10_D_B02_2010_12_17_2	10_D_B02	472	35
GSXD9VZ02FYFC2	10_D_B02_2010_12_17_2	10_D_B02	515	33
GSXD9VZ02FO2HB	10_D_B02_2010_12_17_2	10_D_B02	482	35
GSXD9VZ02IR9SW	10_D_B02_2010_12_17_2	10_D_B02	518	36
GSXD9VZ02JHUS9	10_D_B02_2010_12_17_2	10_D_B02	514	34
GSXD9VZ02F4SO2	10_D_B02_2010_12_17_2	10_D_B02	503	33
GSXD9VZ02I1LNP	10_D_B02_2010_12_17_2	10_D_B02	483	35
GSXD9VZ02F3U2H	10_D_B02_2010_12_17_2	10_D_B02	483	36
GSXD9VZ02FYROQ	10_D_B02_2010_12_17_2	10_D_B02	504	35
GSXD9VZ02FNSOO	10_D_B02_2010_12_17_2	10_D_B02	483	36
GSXD9VZ02IHZH6	10_D_B02_2010_12_17_2	10_D_B02	485	36
GSXD9VZ02FW8MT	10_D_B02_2010_12_17_2	10_D_B02	491	33
GSXD9VZ02FR1R2	10_D_B02_2010_12_17_2	10_D_B02	446	37
GSXD9VZ02JF3W8	10_D_B02_2010_12_17_2	10_D_B02	515	35
GSXD9VZ02JI9V5	10_D_B02_2010_12_17_2	10_D_B02	511	34
GSXD9VZ02FJRJO	10_D_B02_2010_12_17_2	10_D_B02	255	30
GSXD9VZ02J0S6B	10_D_B02_2010_12_17_2	10_D_B02	531	33
GSXD9VZ02HTBOQ	10_D_B02_2010_12_17_2	10_D_B02	470	35
GSXD9VZ02FIQX1	10_D_B02_2010_12_17_2	10_D_B02	493	34
GSXD9VZ02GTFPA	10_D_B02_2010_12_17_2	10_D_B02	509	35
GSXD9VZ02G8FXV	10_D_B02_2010_12_17_2	10_D_B02	512	34
GSXD9VZ02FNVLR	10_D_B02_2010_12_17_2	10_D_B02	293	31
GSXD9VZ02HD3CP	10_D_B02_2010_12_17_2	10_D_B02	493	33
GSXD9VZ02FSDGP	10_D_B02_2010_12_17_2	10_D_B02	482	35
GSXD9VZ02G0O5F	10_D_B02_2010_12_17_2	10_D_B02	510	36
GSXD9VZ02JI6RC	10_D_B02_2010_12_17_2	10_D_B02	450	35
GSXD9VZ02HEKH0	10_D_B02_2010_12_17_2	10_D_B02	498	34
GSXD9VZ02HPEJG	10_D_B02_2010_12_17_2	10_D_B02	485	35
GSXD9VZ02FW3MS	10_D_B02_2010_12_17_2	10_D_B02	484	36
GSXD9VZ02F4DKE	10_D_B02_2010_12_17_2	10_D_B02	231	34
GSXD9VZ02JPXJT	10_D_B02_2010_12_17_2	10_D_B02	313	32
GSXD9VZ02IG2KZ	10_D_B02_2010_12_17_2	10_D_B02	477	35
GSXD9VZ02F9Z7N	10_D_B02_2010_12_17_2	10_D_B02	492	36
GSXD9VZ02GAVDZ	10_D_B02_2010_12_17_2	10_D_B02	514	35
GSXD9VZ02IQSYJ	10_D_B02_2010_12_17_2	10_D_B02	493	36
GSXD9VZ02JJAYB	10_D_B02_2010_12_17_2	10_D_B02	511	32
GSXD9VZ02IZZOC	10_D_B02_2010_12_17_2	10_D_B02	496	35
GSXD9VZ02F98XJ	10_D_B02_2010_12_17_2	10_D_B02	509	37
GSXD9VZ02F4E7Q	10_D_B02_2010_12_17_2	10_D_B02	484	35
GSXD9VZ02IXELK	10_D_B02_2010_12_17_2	10_D_B02	462	35
GSXD9VZ02HSYYP	10_D_B02_2010_12_17_2	10_D_B02	468	35
GSXD9VZ02GAUH3	10_D_B02_2010_12_17_2	10_D_B02	496	35
GSXD9VZ02GYMGY	10_D_B02_2010_12_17_2	10_D_B02	513	35
GSXD9VZ02IGN7P	10_D_B02_2010_12_17_2	10_D_B02	521	33
GSXD9VZ02FIEQA	10_D_B02_2010_12_17_2	10_D_B02	211	30
GSXD9VZ02HM8BN	10_D_B02_2010_12_17_2	10_D_B02	510	35
GSXD9VZ02G7VI6	10_D_B02_2010_12_17_2	10_D_B02	480	34
GSXD9VZ02HG8ZI	10_D_B02_2010_12_17_2	10_D_B02	511	34
GSXD9VZ02JKMXN	10_D_B02_2010_12_17_2	10_D_B02	526	34
GSXD9VZ02JTAG2	10_D_B02_2010_12_17_2	10_D_B02	292	33
GSXD9VZ02JLZQO	10_D_B02_2010_12_17_2	10_D_B02	263	33
GSXD9VZ02HI76A	10_D_B02_2010_12_17_2	10_D_B02	484	36
GSXD9VZ02F6AFQ	10_D_B02_2010_12_17_2	10_D_B02	439	35
GSXD9VZ02JC9V6	10_D_B02_2010_12_17_2	10_D_B02	516	32
GSXD9VZ02JJO2M	10_D_B02_2010_12_17_2	10_D_B02	472	33
GSXD9VZ02JI23A	10_D_B02_2010_12_17_2	10_D_B02	485	36
GSXD9VZ02IVUQF	10_D_B02_2010_12_17_2	10_D_B02	485	32
GSXD9VZ02HIDI1	10_D_B02_2010_12_17_2	10_D_B02	514	35
GSXD9VZ02GXB41	10_D_B02_2010_12_17_2	10_D_B02	497	37
GSXD9VZ02JQK5Z	10_D_B02_2010_12_17_2	10_D_B02	485	35
GSXD9VZ02GS79F	10_D_B02_2010_12_17_2	10_D_B02	395	36
GSXD9VZ02FMF0V	10_D_B02_2010_12_17_2	10_D_B02	518	36
GSXD9VZ02GJDIF	10_D_B02_2010_12_17_2	10_D_B02	514	35
GSXD9VZ02FLXU0	10_D_B02_2010_12_17_2	10_D_B02	480	35
GSXD9VZ02IMLD5	10_D_B02_2010_12_17_2	10_D_B02	481	36
GSXD9VZ02FPOES	10_D_B02_2010_12_17_2	10_D_B02	468	34
GSXD9VZ02F4LSS	10_D_B02_2010_12_17_2	10_D_B02	470	35
GSXD9VZ02JD565	10_D_B02_2010_12_17_2	10_D_B02	487	35
GSXD9VZ02HQHII	10_D_B02_2010_12_17_2	10_D_B02	479	35
GSXD9VZ02I1KC6	10_D_B02_2010_12_17_2	10_D_B02	493	36
GSXD9VZ02FWHK0	10_D_B02_2010_12_17_2	10_D_B02	515	35
GSXD9VZ02GNXLW	10_D_B02_2010_12_17_2	10_D_B02	467	31
GSXD9VZ02IYDSR	10_D_B02_2010_12_17_2	10_D_B02	495	36
GSXD9VZ02IWYC8	10_D_B02_2010_12_17_2	10_D_B02	502	35
GSXD9VZ02GOHU3	10_D_B02_2010_12_17_2	10_D_B02	532	34
GSXD9VZ02JKBCL	10_D_B02_2010_12_17_2	10_D_B02	490	36
GSXD9VZ02I5GIS	10_D_B02_2010_12_17_2	10_D_B02	437	28
