SampleID	Method-id	Taxa-name	#_of_reads	%_of_total	Avg_Score
11_D_B04_2010_12_17_2	1	Clostridia	649	6.85	0.91
11_D_B04_2010_12_17_2	1	Bacilli	124	1.31	0.93
11_D_B04_2010_12_17_2	1	Negativicutes	695	7.33	0.92
11_D_B04_2010_12_17_2	1	Deltaproteobacteria	59	0.62	0.9
11_D_B04_2010_12_17_2	1	Actinobacteridae	266	2.81	0.92
11_D_B04_2010_12_17_2	1	Coriobacteridae	170	1.79	0.91
11_D_B04_2010_12_17_2	1	Corynebacterineae	3	0.03	0.9
11_D_B04_2010_12_17_2	1	Actinomycineae	85	0.9	0.88
11_D_B04_2010_12_17_2	1	Propionibacterineae	16	0.17	0.94
11_D_B04_2010_12_17_2	1	Coriobacterineae	170	1.79	0.91
11_D_B04_2010_12_17_2	1	Pseudonocardineae	1	0.01	0.58
11_D_B04_2010_12_17_2	1	Micrococcineae	52	0.55	0.76
11_D_B04_2010_12_17_2	1	Lactobacillales	112	1.18	0.95
11_D_B04_2010_12_17_2	1	Pasteurellales	9	0.09	0.86
11_D_B04_2010_12_17_2	1	Fusobacteriales	2422	25.55	0.97
11_D_B04_2010_12_17_2	1	Cardiobacteriales	1	0.01	0.95
11_D_B04_2010_12_17_2	1	Anaerolineales	9	0.09	0.93
11_D_B04_2010_12_17_2	1	Campylobacterales	12	0.13	0.92
11_D_B04_2010_12_17_2	1	Clostridiales	645	6.81	0.92
11_D_B04_2010_12_17_2	1	Synergistales	138	1.46	0.88
11_D_B04_2010_12_17_2	1	Erysipelotrichales	64	0.68	0.95
11_D_B04_2010_12_17_2	1	Spirochaetales	213	2.25	0.93
11_D_B04_2010_12_17_2	1	Mycoplasmatales	43	0.45	0.97
11_D_B04_2010_12_17_2	1	Bacteroidales	4300	45.37	0.98
11_D_B04_2010_12_17_2	1	Desulfovibrionales	59	0.62	0.9
11_D_B04_2010_12_17_2	1	Bacillales	1	0.01	0.83
11_D_B04_2010_12_17_2	1	Selenomonadales	695	7.33	0.92
11_D_B04_2010_12_17_2	1	Coriobacteriales	170	1.79	0.91
11_D_B04_2010_12_17_2	1	Actinomycetales	190	2	0.91
11_D_B04_2010_12_17_2	1	Bifidobacteriales	72	0.76	0.88
11_D_B04_2010_12_17_2	1	Dermabacteraceae	1	0.01	0.53
11_D_B04_2010_12_17_2	1	Coriobacteriaceae	170	1.79	0.91
11_D_B04_2010_12_17_2	1	Microbacteriaceae	1	0.01	0.52
11_D_B04_2010_12_17_2	1	Pseudonocardiaceae	1	0.01	0.58
11_D_B04_2010_12_17_2	1	Actinomycetaceae	85	0.9	0.88
11_D_B04_2010_12_17_2	1	Propionibacteriaceae	16	0.17	0.94
11_D_B04_2010_12_17_2	1	Micrococcaceae	21	0.22	0.93
11_D_B04_2010_12_17_2	1	Corynebacteriaceae	3	0.03	0.88
11_D_B04_2010_12_17_2	1	Leptotrichiaceae	88	0.93	0.94
11_D_B04_2010_12_17_2	1	Streptococcaceae	108	1.14	0.93
11_D_B04_2010_12_17_2	1	Desulfomicrobiaceae	58	0.61	0.9
11_D_B04_2010_12_17_2	1	Cardiobacteriaceae	1	0.01	0.95
11_D_B04_2010_12_17_2	1	Eubacteriaceae	156	1.65	0.91
11_D_B04_2010_12_17_2	1	Veillonellaceae	667	7.04	0.92
11_D_B04_2010_12_17_2	1	Anaerolineaceae	9	0.09	0.93
11_D_B04_2010_12_17_2	1	Erysipelotrichaceae	64	0.68	0.95
11_D_B04_2010_12_17_2	1	Clostridiales_Incertae Sedis XIII	40	0.42	0.8
11_D_B04_2010_12_17_2	1	Clostridiales_Incertae Sedis XI	358	3.78	0.88
11_D_B04_2010_12_17_2	1	Mycoplasmataceae	43	0.45	0.97
11_D_B04_2010_12_17_2	1	Fusobacteriaceae	2321	24.49	0.97
11_D_B04_2010_12_17_2	1	Spirochaetaceae	213	2.25	0.93
11_D_B04_2010_12_17_2	1	Lachnospiraceae	49	0.52	0.89
11_D_B04_2010_12_17_2	1	Synergistaceae	138	1.46	0.88
11_D_B04_2010_12_17_2	1	Campylobacteraceae	11	0.12	0.95
11_D_B04_2010_12_17_2	1	Bacillales_Incertae Sedis XI	1	0.01	0.82
11_D_B04_2010_12_17_2	1	Pasteurellaceae	9	0.09	0.86
11_D_B04_2010_12_17_2	1	Acidaminococcaceae	5	0.05	0.63
11_D_B04_2010_12_17_2	1	Porphyromonadaceae	241	2.54	0.87
11_D_B04_2010_12_17_2	1	Prevotellaceae	3898	41.13	0.98
11_D_B04_2010_12_17_2	1	Bacteroidales_incertae_sedis	119	1.26	0.91
11_D_B04_2010_12_17_2	1	Bifidobacteriaceae	72	0.76	0.88
11_D_B04_2010_12_17_2	1	Gardnerella	1	0.01	0.65
11_D_B04_2010_12_17_2	1	Scardovia	63	0.66	0.89
11_D_B04_2010_12_17_2	1	Tessaracoccus	2	0.02	0.52
11_D_B04_2010_12_17_2	1	Rothia	21	0.22	0.92
11_D_B04_2010_12_17_2	1	Actinomycetospora	1	0.01	0.54
11_D_B04_2010_12_17_2	1	Corynebacterium	1	0.01	1
11_D_B04_2010_12_17_2	1	Cryptobacterium	6	0.06	0.83
11_D_B04_2010_12_17_2	1	Actinomyces	73	0.77	0.92
11_D_B04_2010_12_17_2	1	Propionibacterium	1	0.01	0.62
11_D_B04_2010_12_17_2	1	Atopobium	43	0.45	0.93
11_D_B04_2010_12_17_2	1	Olsenella	89	0.94	0.87
11_D_B04_2010_12_17_2	1	Slackia	18	0.19	0.75
11_D_B04_2010_12_17_2	1	TM7_genera_incertae_sedis	53	0.56	0.95
11_D_B04_2010_12_17_2	1	Shuttleworthia	8	0.08	0.85
11_D_B04_2010_12_17_2	1	Phocoenobacter	2	0.02	0.6
11_D_B04_2010_12_17_2	1	Solobacterium	61	0.64	0.94
11_D_B04_2010_12_17_2	1	Pyramidobacter	43	0.45	0.92
11_D_B04_2010_12_17_2	1	Centipeda	6	0.06	0.71
11_D_B04_2010_12_17_2	1	Xylanibacter	90	0.95	0.62
11_D_B04_2010_12_17_2	1	Oribacterium	19	0.2	0.85
11_D_B04_2010_12_17_2	1	Levilinea	1	0.01	0.5
11_D_B04_2010_12_17_2	1	Eubacterium	156	1.65	0.91
11_D_B04_2010_12_17_2	1	Finegoldia	4	0.04	0.6
11_D_B04_2010_12_17_2	1	Allisonella	10	0.11	0.59
11_D_B04_2010_12_17_2	1	Fusobacterium	1924	20.3	0.96
11_D_B04_2010_12_17_2	1	Moryella	3	0.03	0.56
11_D_B04_2010_12_17_2	1	Thermovirga	8	0.08	0.64
11_D_B04_2010_12_17_2	1	Leptotrichia	77	0.81	0.95
11_D_B04_2010_12_17_2	1	Haemophilus	2	0.02	0.9
11_D_B04_2010_12_17_2	1	Aminiphilus	3	0.03	0.52
11_D_B04_2010_12_17_2	1	Mitsuokella	5	0.05	0.63
11_D_B04_2010_12_17_2	1	Porphyromonas	1	0.01	1
11_D_B04_2010_12_17_2	1	Selenomonas	65	0.69	0.89
11_D_B04_2010_12_17_2	1	Cardiobacterium	1	0.01	0.95
11_D_B04_2010_12_17_2	1	Campylobacter	11	0.12	0.95
11_D_B04_2010_12_17_2	1	Gemella	1	0.01	0.82
11_D_B04_2010_12_17_2	1	Petrimonas	1	0.01	0.63
11_D_B04_2010_12_17_2	1	Schwartzia	15	0.16	0.67
11_D_B04_2010_12_17_2	1	Tannerella	109	1.15	0.91
11_D_B04_2010_12_17_2	1	Howardella	1	0.01	0.76
11_D_B04_2010_12_17_2	1	Megasphaera	11	0.12	0.9
11_D_B04_2010_12_17_2	1	Anaeroglobus	36	0.38	0.88
11_D_B04_2010_12_17_2	1	Dialister	235	2.48	0.91
11_D_B04_2010_12_17_2	1	Streptococcus	107	1.13	0.94
11_D_B04_2010_12_17_2	1	Hallella	104	1.1	0.62
11_D_B04_2010_12_17_2	1	Paludibacter	102	1.08	0.71
11_D_B04_2010_12_17_2	1	Paraprevotella	1	0.01	0.73
11_D_B04_2010_12_17_2	1	Phocaeicola	119	1.26	0.91
11_D_B04_2010_12_17_2	1	Prevotella	3505	36.98	0.95
11_D_B04_2010_12_17_2	1	Phascolarctobacterium	2	0.02	0.7
11_D_B04_2010_12_17_2	1	Veillonella	136	1.43	0.91
11_D_B04_2010_12_17_2	1	Syntrophococcus	1	0.01	0.54
11_D_B04_2010_12_17_2	1	Treponema	213	2.25	0.93
11_D_B04_2010_12_17_2	1	Bellilinea	2	0.02	0.56
11_D_B04_2010_12_17_2	1	Parvimonas	325	3.43	0.89
11_D_B04_2010_12_17_2	1	Anaerosinus	1	0.01	0.58
11_D_B04_2010_12_17_2	1	Mycoplasma	43	0.45	0.97
11_D_B04_2010_12_17_2	1	Mogibacterium	24	0.25	0.91
11_D_B04_2010_12_17_2	1	Clostridium XIX	296	3.12	0.68
11_D_B04_2010_12_17_2	1	Anaerovorax	15	0.16	0.62
11_D_B04_2010_12_17_2	1	Desulfomicrobium	58	0.61	0.9
11_S_B03_2010_12_17_2	1	Root	13173	100	1
11_S_B03_2010_12_17_2	1	Archaea	1	0.01	0.5
11_S_B03_2010_12_17_2	1	Bacteria	13148	99.81	1
11_S_B03_2010_12_17_2	1	Spirochaetes	25	0.19	0.99
11_S_B03_2010_12_17_2	1	TM7	553	4.2	0.97
11_S_B03_2010_12_17_2	1	Firmicutes	4011	30.45	0.98
11_S_B03_2010_12_17_2	1	Bacteroidetes	805	6.11	0.97
11_S_B03_2010_12_17_2	1	Synergistetes	2	0.02	0.9
11_S_B03_2010_12_17_2	1	Actinobacteria	3990	30.29	0.98
11_S_B03_2010_12_17_2	1	Fusobacteria	3347	25.41	0.98
11_S_B03_2010_12_17_2	1	Proteobacteria	242	1.84	0.96
11_S_B03_2010_12_17_2	1	Spirochaetes	25	0.19	0.99
11_S_B03_2010_12_17_2	1	Betaproteobacteria	43	0.33	0.96
11_S_B03_2010_12_17_2	1	Synergistia	2	0.02	0.9
11_S_B03_2010_12_17_2	1	Bacteroidia	308	2.34	0.97
11_S_B03_2010_12_17_2	1	Flavobacteria	495	3.76	0.97
11_S_B03_2010_12_17_2	1	Gammaproteobacteria	162	1.23	0.96
11_S_B03_2010_12_17_2	1	Epsilonproteobacteria	36	0.27	0.97
11_S_B03_2010_12_17_2	1	Bacilli	1439	10.92	0.97
11_S_B03_2010_12_17_2	1	Fusobacteria	3347	25.41	0.98
11_S_B03_2010_12_17_2	1	Clostridia	892	6.77	0.96
11_S_B03_2010_12_17_2	1	Actinobacteria	3990	30.29	0.98
11_S_B03_2010_12_17_2	1	Negativicutes	1642	12.46	0.97
11_S_B03_2010_12_17_2	1	Actinobacteridae	3960	30.06	0.98
11_S_B03_2010_12_17_2	1	Coriobacteridae	25	0.19	0.96
11_S_B03_2010_12_17_2	1	Micrococcineae	769	5.84	0.83
11_S_B03_2010_12_17_2	1	Actinomycineae	480	3.64	0.9
11_S_B03_2010_12_17_2	1	Propionibacterineae	66	0.5	0.97
11_S_B03_2010_12_17_2	1	Coriobacterineae	25	0.19	0.96
11_S_B03_2010_12_17_2	1	Pseudonocardineae	82	0.62	0.6
11_S_B03_2010_12_17_2	1	Corynebacterineae	2203	16.72	0.93
11_S_B03_2010_12_17_2	1	Lactobacillales	1383	10.5	0.96
11_S_B03_2010_12_17_2	1	Pasteurellales	8	0.06	0.88
11_S_B03_2010_12_17_2	1	Fusobacteriales	3347	25.41	0.98
11_S_B03_2010_12_17_2	1	Cardiobacteriales	153	1.16	0.96
11_S_B03_2010_12_17_2	1	Flavobacteriales	495	3.76	0.97
11_S_B03_2010_12_17_2	1	Campylobacterales	36	0.27	0.97
11_S_B03_2010_12_17_2	1	Clostridiales	892	6.77	0.95
11_S_B03_2010_12_17_2	1	Synergistales	2	0.02	0.9
11_S_B03_2010_12_17_2	1	Neisseriales	43	0.33	0.96
11_S_B03_2010_12_17_2	1	Selenomonadales	1642	12.46	0.97
11_S_B03_2010_12_17_2	1	Spirochaetales	25	0.19	0.99
11_S_B03_2010_12_17_2	1	Bacillales	13	0.1	0.96
11_S_B03_2010_12_17_2	1	Bacteroidales	308	2.34	0.97
11_S_B03_2010_12_17_2	1	Coriobacteriales	25	0.19	0.96
11_S_B03_2010_12_17_2	1	Actinomycetales	3957	30.04	0.98
11_S_B03_2010_12_17_2	1	Bifidobacteriales	2	0.02	0.85
11_S_B03_2010_12_17_2	1	Dermabacteraceae	2	0.02	0.56
11_S_B03_2010_12_17_2	1	Coriobacteriaceae	25	0.19	0.96
11_S_B03_2010_12_17_2	1	Pseudonocardiaceae	82	0.62	0.6
11_S_B03_2010_12_17_2	1	Actinomycetaceae	480	3.64	0.9
11_S_B03_2010_12_17_2	1	Corynebacteriaceae	2115	16.06	0.93
11_S_B03_2010_12_17_2	1	Micrococcaceae	425	3.23	0.94
11_S_B03_2010_12_17_2	1	Propionibacteriaceae	66	0.5	0.97
11_S_B03_2010_12_17_2	1	Leptotrichiaceae	3052	23.17	0.98
11_S_B03_2010_12_17_2	1	Streptococcaceae	1219	9.25	0.96
11_S_B03_2010_12_17_2	1	Cardiobacteriaceae	153	1.16	0.96
11_S_B03_2010_12_17_2	1	Eubacteriaceae	173	1.31	0.59
11_S_B03_2010_12_17_2	1	Neisseriaceae	43	0.33	0.96
11_S_B03_2010_12_17_2	1	Veillonellaceae	1617	12.28	0.97
11_S_B03_2010_12_17_2	1	Clostridiales_Incertae Sedis XIII	2	0.02	0.67
11_S_B03_2010_12_17_2	1	Prevotellaceae	119	0.9	0.97
11_S_B03_2010_12_17_2	1	Fusobacteriaceae	282	2.14	0.96
11_S_B03_2010_12_17_2	1	Spirochaetaceae	25	0.19	0.99
11_S_B03_2010_12_17_2	1	Synergistaceae	2	0.02	0.9
11_S_B03_2010_12_17_2	1	Campylobacteraceae	36	0.27	0.95
11_S_B03_2010_12_17_2	1	Porphyromonadaceae	187	1.42	0.97
11_S_B03_2010_12_17_2	1	Bacillales_Incertae Sedis XI	13	0.1	0.94
11_S_B03_2010_12_17_2	1	Carnobacteriaceae	97	0.74	0.91
11_S_B03_2010_12_17_2	1	Pasteurellaceae	8	0.06	0.88
11_S_B03_2010_12_17_2	1	Acidaminococcaceae	1	0.01	0.51
11_S_B03_2010_12_17_2	1	Peptostreptococcaceae	2	0.02	0.82
11_S_B03_2010_12_17_2	1	Lachnospiraceae	591	4.49	0.85
11_S_B03_2010_12_17_2	1	Clostridiales_Incertae Sedis XI	7	0.05	0.89
11_S_B03_2010_12_17_2	1	Enterococcaceae	2	0.02	0.6
11_S_B03_2010_12_17_2	1	Flavobacteriaceae	495	3.76	0.96
11_S_B03_2010_12_17_2	1	Bifidobacteriaceae	2	0.02	0.85
11_S_B03_2010_12_17_2	1	Parascardovia	1	0.01	0.89
11_S_B03_2010_12_17_2	1	Brooklawnia	1	0.01	0.5
11_S_B03_2010_12_17_2	1	Tessaracoccus	15	0.11	0.57
11_S_B03_2010_12_17_2	1	Actinomyces	434	3.29	0.92
11_S_B03_2010_12_17_2	1	Actinomycetospora	23	0.17	0.55
11_S_B03_2010_12_17_2	1	Corynebacterium	1890	14.35	0.93
11_S_B03_2010_12_17_2	1	Turicella	23	0.17	0.56
11_S_B03_2010_12_17_2	1	Propionibacterium	3	0.02	0.61
11_S_B03_2010_12_17_2	1	Atopobium	16	0.12	0.95
11_S_B03_2010_12_17_2	1	Olsenella	7	0.05	0.94
11_S_B03_2010_12_17_2	1	Slackia	2	0.02	0.55
11_S_B03_2010_12_17_2	1	Actinobaculum	6	0.05	0.54
11_S_B03_2010_12_17_2	1	Rothia	386	2.93	0.95
11_S_B03_2010_12_17_2	1	TM7_genera_incertae_sedis	553	4.2	0.97
11_S_B03_2010_12_17_2	1	Johnsonella	9	0.07	0.56
11_S_B03_2010_12_17_2	1	Dialister	19	0.14	0.9
11_S_B03_2010_12_17_2	1	Peptostreptococcus	1	0.01	0.99
11_S_B03_2010_12_17_2	1	Xylanibacter	2	0.02	0.58
11_S_B03_2010_12_17_2	1	Capnocytophaga	456	3.46	0.96
11_S_B03_2010_12_17_2	1	Oribacterium	32	0.24	0.92
11_S_B03_2010_12_17_2	1	Bergeriella	1	0.01	0.64
11_S_B03_2010_12_17_2	1	Eubacterium	172	1.31	0.59
11_S_B03_2010_12_17_2	1	Cardiobacterium	152	1.15	0.96
11_S_B03_2010_12_17_2	1	Fusobacterium	236	1.79	0.95
11_S_B03_2010_12_17_2	1	Moryella	12	0.09	0.57
11_S_B03_2010_12_17_2	1	Thermovirga	1	0.01	0.59
11_S_B03_2010_12_17_2	1	Leptotrichia	2982	22.64	0.98
11_S_B03_2010_12_17_2	1	Granulicatella	88	0.67	0.9
11_S_B03_2010_12_17_2	1	Kingella	8	0.06	0.63
11_S_B03_2010_12_17_2	1	Haemophilus	2	0.02	0.61
11_S_B03_2010_12_17_2	1	Riemerella	2	0.02	0.52
11_S_B03_2010_12_17_2	1	Porphyromonas	30	0.23	0.96
11_S_B03_2010_12_17_2	1	Selenomonas	411	3.12	0.92
11_S_B03_2010_12_17_2	1	Neisseria	5	0.04	0.71
11_S_B03_2010_12_17_2	1	Allisonella	2	0.02	0.62
11_S_B03_2010_12_17_2	1	Campylobacter	36	0.27	0.95
11_S_B03_2010_12_17_2	1	Filifactor	1	0.01	0.6
11_S_B03_2010_12_17_2	1	Gemella	13	0.1	0.94
11_S_B03_2010_12_17_2	1	Schwartzia	5	0.04	0.82
11_S_B03_2010_12_17_2	1	Sneathia	1	0.01	0.5
11_S_B03_2010_12_17_2	1	Tannerella	151	1.15	0.95
11_S_B03_2010_12_17_2	1	Anaeroglobus	4	0.03	0.95
11_S_B03_2010_12_17_2	1	Prevotella	106	0.8	0.93
11_S_B03_2010_12_17_2	1	Streptococcus	1215	9.22	0.96
11_S_B03_2010_12_17_2	1	Hallella	2	0.02	0.85
11_S_B03_2010_12_17_2	1	Centipeda	168	1.28	0.78
11_S_B03_2010_12_17_2	1	Pseudoramibacter	1	0.01	1
11_S_B03_2010_12_17_2	1	Veillonella	879	6.67	0.96
11_S_B03_2010_12_17_2	1	Syntrophococcus	117	0.89	0.61
11_S_B03_2010_12_17_2	1	Bergeyella	1	0.01	0.55
11_S_B03_2010_12_17_2	1	Treponema	25	0.19	0.99
11_S_B03_2010_12_17_2	1	Parvimonas	7	0.05	0.89
11_S_B03_2010_12_17_2	1	Eikenella	15	0.11	0.76
11_S_B03_2010_12_17_2	1	Mogibacterium	1	0.01	0.81
11_S_B03_2010_12_17_2	1	Catonella	1	0.01	0.52
11_S_B03_2010_12_17_2	1	Clostridium XIX	36	0.27	0.66
11_S_B03_2010_12_17_2	1	Aggregatibacter	5	0.04	0.83
11_S_B03_2010_12_17_2	1	Anaerovorax	1	0.01	0.52
12_D_B06_2010_12_17_2	1	Root	3863	100	1
12_D_B06_2010_12_17_2	1	Bacteria	3862	99.97	1
12_D_B06_2010_12_17_2	1	Spirochaetes	374	9.68	0.94
12_D_B06_2010_12_17_2	1	TM7	1	0.03	1
12_D_B06_2010_12_17_2	1	Proteobacteria	26	0.67	1
12_D_B06_2010_12_17_2	1	Firmicutes	551	14.26	0.98
12_D_B06_2010_12_17_2	1	Bacteroidetes	2001	51.8	0.99
12_D_B06_2010_12_17_2	1	Chloroflexi	1	0.03	0.99
12_D_B06_2010_12_17_2	1	Actinobacteria	123	3.18	0.98
12_D_B06_2010_12_17_2	1	Tenericutes	36	0.93	0.96
12_D_B06_2010_12_17_2	1	Fusobacteria	499	12.92	0.98
12_D_B06_2010_12_17_2	1	Synergistetes	216	5.59	0.91
12_D_B06_2010_12_17_2	1	Spirochaetes	374	9.68	0.94
12_D_B06_2010_12_17_2	1	Bacteroidia	1986	51.41	0.99
12_D_B06_2010_12_17_2	1	Gammaproteobacteria	1	0.03	1
12_D_B06_2010_12_17_2	1	Flavobacteria	3	0.08	1
12_D_B06_2010_12_17_2	1	Actinobacteria	123	3.18	0.98
12_D_B06_2010_12_17_2	1	Mollicutes	36	0.93	0.96
12_D_B06_2010_12_17_2	1	Epsilonproteobacteria	6	0.16	1
12_D_B06_2010_12_17_2	1	Bacilli	130	3.37	0.97
12_D_B06_2010_12_17_2	1	Erysipelotrichia	37	0.96	0.99
12_D_B06_2010_12_17_2	1	Anaerolineae	1	0.03	0.99
12_D_B06_2010_12_17_2	1	Fusobacteria	499	12.92	0.98
12_D_B06_2010_12_17_2	1	Clostridia	293	7.58	0.97
12_D_B06_2010_12_17_2	1	Synergistia	216	5.59	0.91
12_D_B06_2010_12_17_2	1	Negativicutes	85	2.2	0.97
12_D_B06_2010_12_17_2	1	Deltaproteobacteria	19	0.49	1
12_D_B06_2010_12_17_2	1	Actinobacteridae	106	2.74	0.98
12_D_B06_2010_12_17_2	1	Coriobacteridae	16	0.41	0.97
12_D_B06_2010_12_17_2	1	Corynebacterineae	3	0.08	1
12_D_B06_2010_12_17_2	1	Coriobacterineae	16	0.41	0.97
12_D_B06_2010_12_17_2	1	Micrococcineae	38	0.98	0.82
12_D_B06_2010_12_17_2	1	Actinomycineae	52	1.35	0.93
12_D_B06_2010_12_17_2	1	Propionibacterineae	1	0.03	1
12_D_B06_2010_12_17_2	1	Lactobacillales	128	3.31	0.96
12_D_B06_2010_12_17_2	1	Pasteurellales	1	0.03	1
12_D_B06_2010_12_17_2	1	Erysipelotrichales	37	0.96	0.99
12_D_B06_2010_12_17_2	1	Flavobacteriales	3	0.08	1
12_D_B06_2010_12_17_2	1	Anaerolineales	1	0.03	0.99
12_D_B06_2010_12_17_2	1	Campylobacterales	6	0.16	1
12_D_B06_2010_12_17_2	1	Clostridiales	292	7.56	0.97
12_D_B06_2010_12_17_2	1	Synergistales	216	5.59	0.91
12_D_B06_2010_12_17_2	1	Fusobacteriales	499	12.92	0.98
12_D_B06_2010_12_17_2	1	Spirochaetales	374	9.68	0.94
12_D_B06_2010_12_17_2	1	Desulfobacterales	19	0.49	1
12_D_B06_2010_12_17_2	1	Mycoplasmatales	36	0.93	0.96
12_D_B06_2010_12_17_2	1	Selenomonadales	85	2.2	0.97
12_D_B06_2010_12_17_2	1	Bacillales	1	0.03	1
12_D_B06_2010_12_17_2	1	Bacteroidales	1986	51.41	0.99
12_D_B06_2010_12_17_2	1	Coriobacteriales	16	0.41	0.97
12_D_B06_2010_12_17_2	1	Actinomycetales	101	2.61	0.98
12_D_B06_2010_12_17_2	1	Bifidobacteriales	5	0.13	0.96
12_D_B06_2010_12_17_2	1	Actinomycetaceae	52	1.35	0.93
12_D_B06_2010_12_17_2	1	Propionibacteriaceae	1	0.03	1
12_D_B06_2010_12_17_2	1	Micrococcaceae	21	0.54	0.97
12_D_B06_2010_12_17_2	1	Coriobacteriaceae	16	0.41	0.97
12_D_B06_2010_12_17_2	1	Corynebacteriaceae	3	0.08	1
12_D_B06_2010_12_17_2	1	Streptococcaceae	121	3.13	0.96
12_D_B06_2010_12_17_2	1	Eubacteriaceae	102	2.64	0.95
12_D_B06_2010_12_17_2	1	Veillonellaceae	82	2.12	0.97
12_D_B06_2010_12_17_2	1	Anaerolineaceae	1	0.03	0.99
12_D_B06_2010_12_17_2	1	Rikenellaceae	14	0.36	0.69
12_D_B06_2010_12_17_2	1	Erysipelotrichaceae	37	0.96	0.99
12_D_B06_2010_12_17_2	1	Clostridiales_Incertae Sedis XIII	45	1.16	0.93
12_D_B06_2010_12_17_2	1	Prevotellaceae	477	12.35	0.97
12_D_B06_2010_12_17_2	1	Mycoplasmataceae	36	0.93	0.96
12_D_B06_2010_12_17_2	1	Fusobacteriaceae	499	12.92	0.98
12_D_B06_2010_12_17_2	1	Spirochaetaceae	372	9.63	0.94
12_D_B06_2010_12_17_2	1	Bacillales_Incertae Sedis XI	1	0.03	1
12_D_B06_2010_12_17_2	1	Synergistaceae	216	5.59	0.91
12_D_B06_2010_12_17_2	1	Campylobacteraceae	6	0.16	1
12_D_B06_2010_12_17_2	1	Porphyromonadaceae	1479	38.29	0.99
12_D_B06_2010_12_17_2	1	Carnobacteriaceae	1	0.03	0.95
12_D_B06_2010_12_17_2	1	Pasteurellaceae	1	0.03	1
12_D_B06_2010_12_17_2	1	Peptostreptococcaceae	75	1.94	0.95
12_D_B06_2010_12_17_2	1	Lachnospiraceae	18	0.47	0.96
12_D_B06_2010_12_17_2	1	Clostridiales_Incertae Sedis XI	33	0.85	0.99
12_D_B06_2010_12_17_2	1	Enterococcaceae	2	0.05	0.57
12_D_B06_2010_12_17_2	1	Flavobacteriaceae	3	0.08	1
12_D_B06_2010_12_17_2	1	Bacteroidales_incertae_sedis	3	0.08	1
12_D_B06_2010_12_17_2	1	Desulfobulbaceae	19	0.49	1
12_D_B06_2010_12_17_2	1	Bifidobacteriaceae	5	0.13	0.96
12_D_B06_2010_12_17_2	1	Scardovia	5	0.13	0.95
12_D_B06_2010_12_17_2	1	Rothia	20	0.52	0.99
12_D_B06_2010_12_17_2	1	Corynebacterium	3	0.08	1
12_D_B06_2010_12_17_2	1	Actinomyces	52	1.35	0.93
12_D_B06_2010_12_17_2	1	Atopobium	4	0.1	1
12_D_B06_2010_12_17_2	1	Olsenella	7	0.18	0.87
12_D_B06_2010_12_17_2	1	Slackia	5	0.13	0.97
12_D_B06_2010_12_17_2	1	TM7_genera_incertae_sedis	1	0.03	1
12_D_B06_2010_12_17_2	1	Solobacterium	2	0.05	1
12_D_B06_2010_12_17_2	1	Dialister	10	0.26	0.9
12_D_B06_2010_12_17_2	1	Peptostreptococcaceae_incertae_sedis	1	0.03	1
12_D_B06_2010_12_17_2	1	Capnocytophaga	3	0.08	1
12_D_B06_2010_12_17_2	1	Eubacterium	102	2.64	0.95
12_D_B06_2010_12_17_2	1	Aminobacterium	24	0.62	0.55
12_D_B06_2010_12_17_2	1	Fusobacterium	462	11.96	0.98
12_D_B06_2010_12_17_2	1	Thermovirga	10	0.26	0.78
12_D_B06_2010_12_17_2	1	Granulicatella	1	0.03	0.94
12_D_B06_2010_12_17_2	1	Aminiphilus	4	0.1	0.53
12_D_B06_2010_12_17_2	1	Porphyromonas	1340	34.69	0.99
12_D_B06_2010_12_17_2	1	Filifactor	73	1.89	0.95
12_D_B06_2010_12_17_2	1	Rikenella	13	0.34	0.7
12_D_B06_2010_12_17_2	1	Campylobacter	6	0.16	1
12_D_B06_2010_12_17_2	1	Selenomonas	5	0.13	0.9
12_D_B06_2010_12_17_2	1	Gemella	1	0.03	1
12_D_B06_2010_12_17_2	1	Schwartzia	12	0.31	0.7
12_D_B06_2010_12_17_2	1	Desulfobulbus	19	0.49	0.99
12_D_B06_2010_12_17_2	1	Tannerella	127	3.29	0.94
12_D_B06_2010_12_17_2	1	Howardella	1	0.03	0.64
12_D_B06_2010_12_17_2	1	Anaeroglobus	27	0.7	0.98
12_D_B06_2010_12_17_2	1	Veillonella	17	0.44	0.97
12_D_B06_2010_12_17_2	1	Streptococcus	120	3.11	0.96
12_D_B06_2010_12_17_2	1	Catonella	6	0.16	0.92
12_D_B06_2010_12_17_2	1	Hallella	10	0.26	0.74
12_D_B06_2010_12_17_2	1	Paludibacter	1	0.03	0.71
12_D_B06_2010_12_17_2	1	Phocaeicola	3	0.08	1
12_D_B06_2010_12_17_2	1	Prevotella	407	10.54	0.94
12_D_B06_2010_12_17_2	1	Syntrophococcus	2	0.05	0.58
12_D_B06_2010_12_17_2	1	Erysipelotrichaceae_incertae_sedis	11	0.28	0.96
12_D_B06_2010_12_17_2	1	Treponema	366	9.47	0.94
12_D_B06_2010_12_17_2	1	Bellilinea	1	0.03	0.53
12_D_B06_2010_12_17_2	1	Parvimonas	33	0.85	0.99
12_D_B06_2010_12_17_2	1	Mycoplasma	36	0.93	0.96
12_D_B06_2010_12_17_2	1	Mogibacterium	26	0.67	0.96
12_D_B06_2010_12_17_2	1	Bulleidia	24	0.62	0.97
