Tax_id	Unique_name	Parent_tax_id	Rank
2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

2	Bacteria	131567	superkingdom

